frame_id,c1_rater1,c1_rater2,c1_rater3,c2_rater1,c2_rater2,c2_rater3,c3_rater1,c3_rater2,c3_rater3,dir_name
600,0,0,0,0,0,0,0,0,0,86886f55-1659-4acd-93fb-e6cd88526840
750,0,0,0,0,0,0,0,0,0,86886f55-1659-4acd-93fb-e6cd88526840
900,0,0,0,0,0,0,0,0,0,86886f55-1659-4acd-93fb-e6cd88526840
1050,0,0,0,0,0,0,0,0,0,86886f55-1659-4acd-93fb-e6cd88526840
1200,0,0,0,0,0,0,0,0,0,86886f55-1659-4acd-93fb-e6cd88526840
1350,0,0,0,0,0,0,0,0,0,86886f55-1659-4acd-93fb-e6cd88526840
1500,0,0,0,0,0,0,0,0,0,86886f55-1659-4acd-93fb-e6cd88526840
1650,0,0,0,0,0,0,0,0,0,86886f55-1659-4acd-93fb-e6cd88526840
1800,0,0,0,0,0,0,0,0,0,86886f55-1659-4acd-93fb-e6cd88526840
1950,0,0,0,0,0,0,0,0,0,86886f55-1659-4acd-93fb-e6cd88526840
2100,0,0,0,0,0,0,0,0,0,86886f55-1659-4acd-93fb-e6cd88526840
2250,0,0,0,0,0,0,0,0,0,86886f55-1659-4acd-93fb-e6cd88526840
2400,0,0,0,0,0,0,1,0,0,86886f55-1659-4acd-93fb-e6cd88526840
2550,0,0,0,0,0,0,0,0,0,86886f55-1659-4acd-93fb-e6cd88526840
0,0,0,0,0,0,0,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
150,0,0,1,0,0,1,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
300,0,0,1,0,0,1,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
450,0,0,0,0,0,0,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
600,0,0,1,0,0,1,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
750,0,0,0,0,0,0,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
900,0,0,0,0,0,0,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
1050,0,0,0,1,0,0,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
1200,0,0,1,1,0,1,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
1350,0,0,0,0,0,0,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
1500,0,0,0,0,0,0,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
1650,0,0,1,1,0,1,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
1800,0,0,1,0,0,1,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
1950,0,0,0,0,0,0,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
2100,0,0,0,0,0,0,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
2250,0,0,0,0,0,0,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
2400,0,0,0,0,0,0,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
2550,0,0,1,0,0,1,0,0,0,7902bbad-1b6b-461d-baab-b1f3b6b8e76f
0,0,0,0,0,0,0,0,0,0,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
150,0,0,0,0,0,0,1,1,0,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
300,0,0,0,0,0,0,1,1,0,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
450,0,0,0,0,0,0,1,1,0,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
600,0,0,0,0,0,0,1,1,0,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
750,0,0,0,0,0,0,1,1,1,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
900,0,0,0,0,0,0,1,1,1,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
1050,0,0,0,0,0,0,0,1,0,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
1200,0,0,0,0,0,0,1,1,1,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
1350,0,1,0,0,0,0,1,1,0,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
1500,0,0,0,0,0,0,0,1,0,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
1650,0,0,0,0,0,0,1,1,1,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
1800,0,0,0,0,0,0,1,1,1,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
1950,0,0,0,0,0,0,1,1,1,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
2100,0,0,0,0,0,0,1,1,1,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
2250,0,0,0,0,0,0,1,1,1,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
2400,0,0,0,0,0,0,1,1,1,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
2550,0,0,0,0,0,0,1,1,1,d8b1a444-e62e-4b51-be6f-6d2aa0334cb3
0,0,1,1,0,1,1,0,0,0,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
150,1,1,1,1,1,1,0,0,0,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
300,1,1,1,1,1,1,0,0,0,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
450,1,1,1,1,1,1,0,0,0,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
600,1,1,1,1,1,1,0,0,0,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
750,1,1,1,1,1,1,0,1,0,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
900,1,1,1,1,1,1,1,1,1,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
1050,1,1,1,1,1,1,1,1,1,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
1200,1,1,1,1,1,1,1,1,1,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
1350,1,1,1,1,1,1,1,1,1,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
1500,1,1,1,1,1,1,0,1,1,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
1650,1,1,1,1,1,1,1,1,1,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
1800,1,1,1,1,1,1,1,1,1,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
1950,1,1,1,1,1,1,1,1,1,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
2100,1,1,1,1,1,1,1,1,1,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
2250,1,1,1,1,1,1,1,1,1,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
2400,0,0,1,0,0,1,0,0,1,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
2550,0,0,0,0,0,0,0,0,0,4efbeed8-c8a5-4b9e-9f6a-608ed973dd9a
0,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
150,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
300,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
450,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
600,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
750,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
900,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
1050,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
1200,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
1350,0,0,0,1,1,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
1500,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
1650,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
1800,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
1950,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
2100,0,0,0,0,0,0,0,1,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
2250,0,0,0,0,0,0,0,1,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
2400,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
2550,0,0,0,0,0,0,0,0,0,baee2297-5cf2-49c3-b0ef-83e8bf515a52
0,0,0,0,0,0,0,0,0,0,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
150,0,0,0,0,0,0,0,0,0,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
300,0,0,0,0,1,0,0,0,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
450,0,0,0,0,0,0,0,0,0,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
600,0,0,0,0,0,0,0,1,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
750,0,0,0,0,0,0,0,1,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
900,0,0,0,0,0,0,0,1,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
1050,0,1,0,0,1,0,0,1,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
1200,0,0,0,0,1,1,0,0,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
1350,0,0,0,0,1,1,0,0,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
1500,0,0,0,0,1,0,0,0,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
1650,0,0,0,0,1,0,0,0,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
1800,0,0,0,0,1,0,0,0,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
1950,0,0,0,0,1,0,0,0,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
2100,0,0,0,0,1,0,0,0,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
2250,0,0,0,0,1,0,0,0,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
2400,0,0,0,0,1,0,0,0,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
2550,0,0,0,0,1,1,0,0,1,00d7995a-9c02-4ae6-a40d-fcdaab12b08d
0,0,0,0,0,0,0,0,0,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
150,0,0,0,0,1,0,0,1,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
300,0,0,0,0,1,0,0,1,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
450,0,0,0,0,1,0,0,1,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
600,0,0,0,0,0,0,0,0,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
750,0,0,0,0,0,0,0,0,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
900,0,0,0,0,0,0,0,0,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
1050,0,0,0,0,0,0,0,0,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
1200,0,0,0,0,0,0,0,1,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
1350,0,0,0,0,0,0,0,0,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
1500,0,0,0,0,0,0,1,1,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
1650,0,0,0,0,1,0,1,1,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
1800,0,0,0,0,1,0,1,1,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
1950,0,0,0,0,1,0,0,1,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
2100,0,0,0,0,0,0,0,0,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
2250,0,0,0,0,0,0,0,0,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
2400,1,0,0,1,1,0,1,1,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
2550,0,0,0,0,0,0,1,0,0,acd9a20d-f1fd-4b02-bc53-5ce57fc79be2
0,0,0,0,0,0,0,0,0,0,25995e3e-2fc7-4bb7-9221-f6719200f325
150,0,0,0,1,1,1,0,0,0,25995e3e-2fc7-4bb7-9221-f6719200f325
300,0,0,0,0,0,0,0,0,0,25995e3e-2fc7-4bb7-9221-f6719200f325
450,1,0,0,1,0,1,1,0,0,25995e3e-2fc7-4bb7-9221-f6719200f325
600,1,0,0,1,1,1,1,0,0,25995e3e-2fc7-4bb7-9221-f6719200f325
750,1,0,0,0,1,0,0,0,0,25995e3e-2fc7-4bb7-9221-f6719200f325
900,1,0,0,1,1,0,0,0,0,25995e3e-2fc7-4bb7-9221-f6719200f325
1050,1,0,1,1,1,1,1,1,1,25995e3e-2fc7-4bb7-9221-f6719200f325
1200,1,0,1,1,1,1,1,1,1,25995e3e-2fc7-4bb7-9221-f6719200f325
1350,1,1,1,1,1,1,1,1,1,25995e3e-2fc7-4bb7-9221-f6719200f325
1500,1,1,1,1,1,1,1,0,1,25995e3e-2fc7-4bb7-9221-f6719200f325
1650,1,1,1,1,1,1,1,1,1,25995e3e-2fc7-4bb7-9221-f6719200f325
1800,1,0,0,0,1,0,0,0,0,25995e3e-2fc7-4bb7-9221-f6719200f325
1950,1,1,1,1,1,1,1,1,1,25995e3e-2fc7-4bb7-9221-f6719200f325
2100,1,1,1,1,1,1,1,1,1,25995e3e-2fc7-4bb7-9221-f6719200f325
2250,1,1,1,1,1,1,1,1,1,25995e3e-2fc7-4bb7-9221-f6719200f325
2400,1,1,1,1,1,1,1,1,1,25995e3e-2fc7-4bb7-9221-f6719200f325
2550,1,1,1,1,1,1,1,1,1,25995e3e-2fc7-4bb7-9221-f6719200f325
0,0,0,0,0,0,0,0,0,0,831c0766-40f9-47dc-b7c3-8cdcb243426a
150,0,0,0,1,0,0,1,0,1,831c0766-40f9-47dc-b7c3-8cdcb243426a
300,0,0,0,0,0,1,1,1,1,831c0766-40f9-47dc-b7c3-8cdcb243426a
450,0,0,0,0,0,0,0,0,0,831c0766-40f9-47dc-b7c3-8cdcb243426a
600,0,0,0,0,1,0,1,0,1,831c0766-40f9-47dc-b7c3-8cdcb243426a
750,0,0,0,0,1,0,1,1,1,831c0766-40f9-47dc-b7c3-8cdcb243426a
900,0,0,0,0,1,0,1,1,1,831c0766-40f9-47dc-b7c3-8cdcb243426a
1050,1,0,0,1,0,0,1,0,1,831c0766-40f9-47dc-b7c3-8cdcb243426a
1200,0,0,0,0,1,0,1,1,1,831c0766-40f9-47dc-b7c3-8cdcb243426a
1350,0,0,0,0,1,0,1,1,1,831c0766-40f9-47dc-b7c3-8cdcb243426a
1500,0,0,0,0,0,0,1,0,0,831c0766-40f9-47dc-b7c3-8cdcb243426a
1650,0,0,0,0,0,0,1,0,0,831c0766-40f9-47dc-b7c3-8cdcb243426a
1800,0,0,0,0,1,1,1,1,1,831c0766-40f9-47dc-b7c3-8cdcb243426a
1950,0,0,0,0,1,1,1,1,1,831c0766-40f9-47dc-b7c3-8cdcb243426a
2100,0,0,0,0,0,1,1,0,1,831c0766-40f9-47dc-b7c3-8cdcb243426a
2250,1,0,0,1,0,0,1,0,0,831c0766-40f9-47dc-b7c3-8cdcb243426a
2400,1,0,0,1,0,0,1,0,0,831c0766-40f9-47dc-b7c3-8cdcb243426a
2550,1,0,0,1,0,0,1,1,1,831c0766-40f9-47dc-b7c3-8cdcb243426a
0,0,0,0,0,0,0,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
150,0,0,0,0,0,0,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
300,0,0,0,0,0,0,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
450,0,0,0,0,0,1,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
600,0,0,0,0,0,1,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
750,0,0,0,1,1,1,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
900,0,0,0,1,1,1,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
1050,0,0,0,1,1,0,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
1200,0,0,0,0,0,0,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
1350,0,0,0,0,0,0,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
1500,0,0,0,0,0,0,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
1650,0,0,0,0,0,0,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
1800,0,0,0,0,0,0,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
1950,0,0,0,0,0,0,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
2100,0,0,0,0,0,0,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
2250,0,0,0,0,0,0,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
2400,0,0,0,1,0,1,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
2550,0,0,0,0,1,0,0,0,0,1ebd1fd6-d07e-4733-96b1-7b55242922c6
0,1,1,1,1,1,1,0,0,1,024e5eee-3a7b-484d-ab29-d2944d781795
150,0,1,1,1,1,1,0,0,1,024e5eee-3a7b-484d-ab29-d2944d781795
300,0,1,1,1,1,1,0,0,1,024e5eee-3a7b-484d-ab29-d2944d781795
450,0,1,1,1,1,1,0,0,1,024e5eee-3a7b-484d-ab29-d2944d781795
600,0,1,1,1,1,1,0,0,0,024e5eee-3a7b-484d-ab29-d2944d781795
750,0,1,1,1,1,1,0,0,0,024e5eee-3a7b-484d-ab29-d2944d781795
900,0,1,1,1,1,1,0,0,1,024e5eee-3a7b-484d-ab29-d2944d781795
1050,0,1,0,1,1,1,0,0,0,024e5eee-3a7b-484d-ab29-d2944d781795
1200,0,1,0,1,1,0,0,0,0,024e5eee-3a7b-484d-ab29-d2944d781795
1350,0,1,0,1,1,0,0,0,0,024e5eee-3a7b-484d-ab29-d2944d781795
1500,0,0,0,0,1,0,0,0,0,024e5eee-3a7b-484d-ab29-d2944d781795
1650,0,1,1,1,1,1,0,0,1,024e5eee-3a7b-484d-ab29-d2944d781795
1800,0,1,1,1,1,1,0,0,1,024e5eee-3a7b-484d-ab29-d2944d781795
1950,0,1,0,0,1,0,0,0,0,024e5eee-3a7b-484d-ab29-d2944d781795
2100,0,1,1,1,1,1,0,0,1,024e5eee-3a7b-484d-ab29-d2944d781795
2250,0,1,1,1,1,1,0,0,1,024e5eee-3a7b-484d-ab29-d2944d781795
2400,0,1,1,1,1,1,0,0,1,024e5eee-3a7b-484d-ab29-d2944d781795
2550,0,1,0,1,0,0,0,0,0,024e5eee-3a7b-484d-ab29-d2944d781795
0,0,0,0,0,1,0,0,1,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
150,0,0,0,0,1,0,1,1,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
300,0,0,0,1,1,0,1,1,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
450,0,0,0,1,1,0,1,1,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
600,0,0,0,1,0,0,1,1,0,ddbd6210-5ad9-4b11-9552-2608ba613f6c
750,0,0,0,1,1,0,1,1,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
900,0,0,0,1,0,0,1,0,0,ddbd6210-5ad9-4b11-9552-2608ba613f6c
1050,0,0,0,1,1,0,1,1,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
1200,0,0,0,1,1,0,1,1,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
1350,0,0,0,1,1,0,1,1,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
1500,0,0,0,0,1,0,1,1,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
1650,0,0,0,1,1,0,1,0,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
1800,0,0,0,1,1,0,1,1,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
1950,0,0,0,1,1,0,1,1,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
2100,0,0,0,1,0,0,1,0,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
2250,0,0,0,1,1,0,1,1,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
2400,0,0,0,1,1,0,1,1,1,ddbd6210-5ad9-4b11-9552-2608ba613f6c
2550,0,0,0,1,1,0,0,0,0,ddbd6210-5ad9-4b11-9552-2608ba613f6c
0,0,0,0,0,0,0,0,0,0,483e44ec-ff35-477e-837b-ef4d4d92d9f0
150,0,0,0,0,0,0,0,0,0,483e44ec-ff35-477e-837b-ef4d4d92d9f0
300,0,0,0,0,0,0,0,0,0,483e44ec-ff35-477e-837b-ef4d4d92d9f0
450,0,0,0,0,0,0,0,0,0,483e44ec-ff35-477e-837b-ef4d4d92d9f0
600,1,0,0,1,0,0,0,0,0,483e44ec-ff35-477e-837b-ef4d4d92d9f0
750,0,0,0,0,0,0,0,0,0,483e44ec-ff35-477e-837b-ef4d4d92d9f0
900,0,0,0,0,0,0,0,0,0,483e44ec-ff35-477e-837b-ef4d4d92d9f0
1050,1,0,0,1,0,0,0,0,0,483e44ec-ff35-477e-837b-ef4d4d92d9f0
1200,1,0,1,1,1,1,0,0,0,483e44ec-ff35-477e-837b-ef4d4d92d9f0
1350,1,0,0,1,0,0,0,0,0,483e44ec-ff35-477e-837b-ef4d4d92d9f0
1500,1,0,1,1,1,1,0,0,1,483e44ec-ff35-477e-837b-ef4d4d92d9f0
1650,1,0,1,1,1,1,1,1,1,483e44ec-ff35-477e-837b-ef4d4d92d9f0
1800,1,0,1,1,0,1,1,0,1,483e44ec-ff35-477e-837b-ef4d4d92d9f0
1950,1,1,1,1,1,1,1,1,1,483e44ec-ff35-477e-837b-ef4d4d92d9f0
2100,1,1,1,1,1,1,0,1,1,483e44ec-ff35-477e-837b-ef4d4d92d9f0
2250,1,1,1,1,1,1,1,1,1,483e44ec-ff35-477e-837b-ef4d4d92d9f0
2400,0,1,1,0,1,1,0,1,1,483e44ec-ff35-477e-837b-ef4d4d92d9f0
2550,1,0,0,1,0,0,0,0,0,483e44ec-ff35-477e-837b-ef4d4d92d9f0
0,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
150,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
300,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
450,0,0,0,0,0,0,0,1,0,f09ac878-c22a-491b-a162-d35a13ade289
600,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
750,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
900,0,0,0,0,0,0,0,1,0,f09ac878-c22a-491b-a162-d35a13ade289
1050,0,0,0,0,0,0,1,1,0,f09ac878-c22a-491b-a162-d35a13ade289
1200,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
1350,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
1500,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
1650,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
1800,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
1950,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
2100,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
2250,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
2400,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
2550,0,0,0,0,0,0,0,0,0,f09ac878-c22a-491b-a162-d35a13ade289
0,0,0,0,0,0,0,0,1,0,936787bf-1d15-4daf-be86-b33ee79374c6
150,0,0,0,0,0,0,0,1,0,936787bf-1d15-4daf-be86-b33ee79374c6
300,0,0,0,0,0,0,0,0,0,936787bf-1d15-4daf-be86-b33ee79374c6
450,0,0,0,0,0,0,1,1,0,936787bf-1d15-4daf-be86-b33ee79374c6
600,0,0,0,0,0,0,0,0,0,936787bf-1d15-4daf-be86-b33ee79374c6
750,0,0,0,0,0,0,0,0,0,936787bf-1d15-4daf-be86-b33ee79374c6
900,0,0,0,0,0,0,0,0,0,936787bf-1d15-4daf-be86-b33ee79374c6
1050,0,0,0,0,0,0,0,0,0,936787bf-1d15-4daf-be86-b33ee79374c6
1200,0,0,0,0,0,0,0,0,0,936787bf-1d15-4daf-be86-b33ee79374c6
1350,0,1,0,1,1,1,1,0,0,936787bf-1d15-4daf-be86-b33ee79374c6
1500,0,0,0,0,0,0,0,0,0,936787bf-1d15-4daf-be86-b33ee79374c6
1650,0,1,0,1,1,1,1,0,0,936787bf-1d15-4daf-be86-b33ee79374c6
1800,0,1,0,1,1,1,1,1,1,936787bf-1d15-4daf-be86-b33ee79374c6
1950,0,1,0,1,1,1,1,1,1,936787bf-1d15-4daf-be86-b33ee79374c6
2100,0,1,1,1,1,1,1,1,1,936787bf-1d15-4daf-be86-b33ee79374c6
2250,1,1,1,1,1,1,1,1,1,936787bf-1d15-4daf-be86-b33ee79374c6
2400,1,1,1,1,1,1,1,1,1,936787bf-1d15-4daf-be86-b33ee79374c6
2550,1,1,1,1,1,1,1,1,1,936787bf-1d15-4daf-be86-b33ee79374c6
0,0,0,0,1,0,1,0,0,1,a3b8d30f-eeb6-4b44-b814-df6803090281
150,0,0,0,0,1,0,1,1,0,a3b8d30f-eeb6-4b44-b814-df6803090281
300,0,0,0,0,1,0,1,1,0,a3b8d30f-eeb6-4b44-b814-df6803090281
450,0,0,0,0,1,0,1,1,0,a3b8d30f-eeb6-4b44-b814-df6803090281
600,0,0,0,0,1,0,1,1,0,a3b8d30f-eeb6-4b44-b814-df6803090281
750,0,0,0,0,1,0,0,1,0,a3b8d30f-eeb6-4b44-b814-df6803090281
900,0,0,0,0,1,0,1,1,0,a3b8d30f-eeb6-4b44-b814-df6803090281
1050,0,0,0,0,1,0,0,1,0,a3b8d30f-eeb6-4b44-b814-df6803090281
1200,0,0,0,0,1,0,1,1,0,a3b8d30f-eeb6-4b44-b814-df6803090281
1350,0,0,0,0,1,0,0,1,0,a3b8d30f-eeb6-4b44-b814-df6803090281
1500,0,0,0,0,1,0,0,1,0,a3b8d30f-eeb6-4b44-b814-df6803090281
1650,0,0,0,0,1,0,0,1,0,a3b8d30f-eeb6-4b44-b814-df6803090281
1800,0,0,0,0,1,0,0,1,0,a3b8d30f-eeb6-4b44-b814-df6803090281
1950,0,0,0,0,1,1,0,1,1,a3b8d30f-eeb6-4b44-b814-df6803090281
2100,0,0,0,1,1,1,0,1,1,a3b8d30f-eeb6-4b44-b814-df6803090281
2250,0,0,0,1,1,1,1,1,1,a3b8d30f-eeb6-4b44-b814-df6803090281
2400,0,0,0,1,1,1,1,1,1,a3b8d30f-eeb6-4b44-b814-df6803090281
2550,0,0,0,1,1,1,0,1,1,a3b8d30f-eeb6-4b44-b814-df6803090281
0,0,0,0,0,0,0,0,0,0,89cba4c7-2088-41d7-910a-447565ccbef4
150,0,0,0,0,0,1,1,0,0,89cba4c7-2088-41d7-910a-447565ccbef4
300,0,0,0,0,0,1,1,0,0,89cba4c7-2088-41d7-910a-447565ccbef4
450,0,0,0,0,0,1,1,0,0,89cba4c7-2088-41d7-910a-447565ccbef4
600,0,0,0,0,0,1,1,0,0,89cba4c7-2088-41d7-910a-447565ccbef4
750,0,0,0,0,0,1,1,0,0,89cba4c7-2088-41d7-910a-447565ccbef4
